StartTime,LastTime,dMeanPktSz
1624541576.099534,1624541576.099575,60.0
1624541576.099549,1624541576.099588,60.0
1624541576.100791,1624541576.144991,120.5
1624541576.101763,1624541576.121688,111.5
1624541576.106142,1624541576.148016,120.0
1624541576.106884,1624541576.133709,111.0
1624541576.405202,1624541576.405427,0.0
1624541576.494579,1624541576.536212,66.0
1624541577.496,1624541577.536718,66.0
1624541577.557959,1624541577.557959,0.0
1624541577.658459,1624541577.66232,699.0
1624541577.809384,1624541577.809384,0.0
1624541578.031095,1624541578.031095,0.0
1624541578.483097,1624541578.525179,66.0
1624541578.681824,1624541578.685616,699.0
1624541579.123989,1624541579.124045,0.0
1624541579.124241,1624541579.124372,0.0
1624541579.485223,1624541579.527403,66.0
1624541579.608059,1624541579.608625,0.0
1624541579.646424,1624541579.646663,0.0
1624541579.777836,1624541579.777995,0.0
1624541579.829947,1624541579.829947,0.0
1624541580.172862,1624541580.176474,699.0
1624541580.197725,1624541580.197888,0.0
1624541580.487965,1624541580.530151,66.0
1624541580.647948,1624541580.648107,0.0
1624541581.100893,1624541581.136003,120.5
1624541581.101449,1624541581.12464,111.5
1624541581.103999,1624541581.142484,109.599998
1624541581.107906,1624541581.136198,111.0
1624541581.488506,1624541581.530602,66.0
1624541581.648854,1624541581.649092,0.0
1624541581.849445,1624541581.849445,0.0
1624541582.101576,1624541582.101753,0.0
1624541582.490627,1624541582.532542,66.0
1624541582.558022,1624541582.558022,0.0
1624541582.649844,1624541582.650018,0.0
1624541582.706434,1624541582.710326,699.0
1624541583.057059,1624541583.057235,0.0
1624541583.491849,1624541583.533407,66.0
1624541583.68102,1624541583.681237,60.0
1624541583.869966,1624541583.869966,0.0
1624541584.494658,1624541584.536396,66.0
1624541585.404659,1624541585.404723,0.0
1624541585.495493,1624541585.53807,66.0
1624541585.88995,1624541585.88995,0.0
1624541586.03669,1624541586.03669,0.0
1624541586.101759,1624541586.137757,120.5
1624541586.101945,1624541586.125574,111.5
1624541586.109356,1624541586.144022,127.714287
1624541586.109861,1624541586.137516,111.0
1624541586.497067,1624541586.538946,66.0
1624541586.732031,1624541586.735755,699.0
1624541587.198565,1624541587.198745,0.0
1624541587.485147,1624541587.526561,66.0
1624541587.558211,1624541587.558211,0.0
1624541587.756648,1624541587.760217,699.0
1624541587.90994,1624541587.90994,0.0
1624541588.031789,1624541588.04738,96.25
1624541588.047352,1624541588.177432,503.888885
1624541588.076938,1624541588.080094,96.25
1624541588.079618,1624541588.148498,434.666656
1624541588.486675,1624541588.527209,66.0
1624541589.487061,1624541589.527819,66.0
1624541589.930074,1624541589.930074,0.0
1624541590.058768,1624541590.058936,0.0
1624541590.489232,1624541590.531125,66.0
1624541590.710087,1624541590.766845,408.0
1624541590.716303,1624541590.720817,699.0
1624541590.722707,1624541590.763681,60.0
1624541591.099788,1624541591.099956,0.0
1624541591.100845,1624541591.136783,120.5
1624541591.102334,1624541591.124853,111.5
1624541591.109584,1624541591.143236,109.599998
1624541591.111297,1624541591.136758,111.0
1624541591.491143,1624541591.532722,66.0
1624541591.949669,1624541591.949669,0.0
1624541592.405629,1624541592.405822,0.0
1624541592.493098,1624541592.534736,66.0
1624541592.558551,1624541592.558551,0.0
1624541592.778584,1624541592.782326,699.0
1624541593.110595,1624541593.110597,60.0
1624541593.494397,1624541593.536535,66.0
1624541593.969876,1624541593.969876,0.0
1624541594.038842,1624541594.038842,0.0
1624541594.207266,1624541594.207444,0.0
1624541594.497607,1624541594.539687,66.0
1624541594.800121,1624541594.804627,699.0
1624541594.80426,1624541594.804385,60.0
1624541595.043583,1624541595.065671,919.0
1624541595.483767,1624541595.524875,66.0
1624541595.980123,1624541595.980123,0.0
1624541596.0478,1624541596.100146,851.0
1624541596.100839,1624541596.136879,120.5
1624541596.104985,1624541596.12918,111.5
1624541596.11247,1624541596.142904,109.599998
1624541596.115861,1624541596.143016,111.0
1624541596.485708,1624541596.52731,66.0
1624541597.486572,1624541597.528993,66.0
1624541597.558791,1624541597.558791,0.0
1624541597.828436,1624541597.832329,699.0
1624541598.000076,1624541598.000076,0.0
1624541598.101163,1624541598.101342,0.0
1624541598.488854,1624541598.5302,66.0
1624541599.047469,1624541599.047533,0.0
1624541599.490785,1624541599.533061,66.0
1624541600.010328,1624541600.010328,0.0
1624541600.353501,1624541600.357239,699.0
1624541600.492242,1624541600.533443,66.0
1624541601.059875,1624541601.100082,60.0
1624541601.100675,1624541601.136018,120.5
1624541601.101148,1624541601.127311,111.5
1624541601.106325,1624541601.142788,109.599998
1624541601.111883,1624541601.139211,111.0
1624541601.211084,1624541601.211154,0.0
1624541601.40594,1624541601.406114,0.0
1624541601.494144,1624541601.536163,66.0
1624541602.03001,1624541602.03001,0.0
1624541602.043355,1624541602.043355,0.0
1624541602.495181,1624541602.536994,66.0
1624541602.558775,1624541602.558775,0.0
1624541602.856401,1624541602.913388,699.0
1624541603.496622,1624541603.537652,66.0
1624541604.050307,1624541604.050307,0.0
1624541604.483187,1624541604.525121,66.0
1624541605.484995,1624541605.526507,66.0
1624541606.049222,1624541606.049421,0.0
1624541606.070017,1624541606.070017,0.0
1624541606.100873,1624541606.135905,120.5
1624541606.101507,1624541606.127107,111.5
1624541606.108154,1624541606.142752,109.599998
1624541606.11146,1624541606.139987,111.0
1624541606.486961,1624541606.528852,66.0
1624541607.099551,1624541607.09972,0.0
1624541607.488891,1624541607.532193,66.0
1624541607.55907,1624541607.55907,0.0
1624541607.902559,1624541607.90624,699.0
1624541608.031841,1624541608.03426,96.25
1624541608.034173,1624541608.171506,508.222229
1624541608.076223,1624541608.081311,96.25
1624541608.078999,1624541608.107257,380.857147
1624541608.080009,1624541608.080009,0.0
1624541608.407204,1624541608.407259,0.0
1624541608.491391,1624541608.53347,66.0
1624541609.124804,1624541609.12498,0.0
1624541609.124904,1624541609.125023,0.0
1624541609.493811,1624541609.534526,66.0
1624541609.779508,1624541609.779567,0.0
1624541609.841718,1624541609.84188,0.0
1624541610.046139,1624541610.046139,0.0
1624541610.090161,1624541610.090161,0.0
1624541610.196123,1624541610.196298,0.0
1624541610.495497,1624541610.537478,66.0
1624541610.524492,1624541610.528614,699.0
1624541610.936905,1624541610.940574,699.0
1624541611.10013,1624541611.13564,120.5
1624541611.101727,1624541611.125115,111.5
1624541611.105431,1624541611.14157,109.599998
1624541611.110883,1624541611.138614,111.0
1624541611.497741,1624541611.538817,66.0
1624541612.110243,1624541612.110243,0.0
1624541612.484876,1624541612.525711,66.0
1624541612.55919,1624541612.55919,0.0
1624541612.96944,1624541612.973001,699.0
1624541613.057776,1624541613.057953,0.0
1624541613.111897,1624541613.112259,60.0
1624541613.132439,1624541613.132617,60.0
1624541613.48651,1624541613.529171,66.0
1624541613.682148,1624541613.682385,60.0
1624541614.100139,1624541614.100307,0.0
1624541614.130163,1624541614.130163,0.0
1624541614.488781,1624541614.530458,66.0
1624541615.490214,1624541615.532135,66.0
1624541615.738922,1624541615.739115,60.0
1624541615.738986,1624541615.739129,60.0
1624541615.739003,1624541615.745706,96.25
1624541615.739548,1624541615.744721,96.25
1624541615.742607,1624541615.791361,171.333328
1624541615.743111,1624541615.788111,193.600006
1624541615.747744,1624541615.788089,60.0
1624541615.751288,1624541615.753894,699.0
1624541616.100108,1624541616.135646,120.5
1624541616.101423,1624541616.127046,111.5
1624541616.112885,1624541616.141698,109.599998
1624541616.11486,1624541616.14147,111.0
1624541616.150231,1624541616.150231,0.0
1624541616.492321,1624541616.532853,66.0
1624541617.197784,1624541617.19788,0.0
1624541617.403819,1624541617.404052,0.0
1624541617.493044,1624541617.533843,66.0
1624541617.559503,1624541617.559503,0.0
1624541617.996149,1624541617.999885,699.0
1624541618.052967,1624541618.052967,0.0
1624541618.170645,1624541618.170645,0.0
1624541618.495284,1624541618.535673,66.0
1624541619.012725,1624541619.016423,699.0
1624541619.496302,1624541619.537387,66.0
1624541620.058536,1624541620.058717,0.0
1624541620.19055,1624541620.19055,0.0
1624541620.483229,1624541620.524631,66.0
1624541620.752681,1624541620.803629,60.0
1624541620.75292,1624541620.803874,60.0
1624541620.799891,1624541620.804133,699.0
1624541621.100864,1624541621.136873,120.5
1624541621.101913,1624541621.127767,111.5
1624541621.109315,1624541621.143495,109.599998
1624541621.1121,1624541621.140932,111.0
1624541621.485233,1624541621.5271,66.0
1624541622.210701,1624541622.210701,0.0
1624541622.487709,1624541622.529758,66.0
1624541622.559596,1624541622.559596,0.0
1624541623.044873,1624541623.048434,699.0
1624541623.099768,1624541623.09995,0.0
1624541623.488904,1624541623.531008,66.0
1624541624.208186,1624541624.208422,0.0
1624541624.230393,1624541624.230393,0.0
1624541624.405026,1624541624.405261,0.0
1624541624.489749,1624541624.531543,66.0
1624541625.491598,1624541625.534853,66.0
1624541626.057551,1624541626.057551,0.0
1624541626.078569,1624541626.08248,699.0
1624541626.100418,1624541626.136082,120.5
1624541626.100932,1624541626.126296,111.5
1624541626.109258,1624541626.165741,120.0
1624541626.112552,1624541626.138638,111.0
1624541626.250511,1624541626.250511,0.0
1624541626.494476,1624541626.536191,66.0
1624541627.496435,1624541627.538315,66.0
1624541627.559722,1624541627.559722,0.0
1624541628.031775,1624541628.033699,89.0
1624541628.033831,1624541628.1815,463.200012
1624541628.07527,1624541628.078572,96.25
1624541628.078723,1624541628.104855,386.571442
1624541628.109256,1624541628.114413,699.0
1624541628.27064,1624541628.27064,0.0
1624541628.483688,1624541628.526373,66.0
1624541629.046062,1624541629.046231,0.0
1624541629.485285,1624541629.527679,66.0
1624541630.101338,1624541630.101518,0.0
1624541630.290984,1624541630.290984,0.0
1624541630.487738,1624541630.529687,66.0
1624541630.504478,1624541630.508104,699.0
1624541631.100643,1624541631.136285,120.5
1624541631.102204,1624541631.128302,111.5
1624541631.109431,1624541631.142314,109.599998
1624541631.114341,1624541631.140923,111.0
1624541631.210791,1624541631.210848,0.0
1624541631.490071,1624541631.530999,66.0
1624541632.310999,1624541632.310999,0.0
1624541632.491348,1624541632.533748,66.0
1624541632.559913,1624541632.559913,0.0
1624541633.110515,1624541633.143712,60.0
1624541633.140331,1624541633.144003,699.0
1624541633.145915,1624541633.146125,60.0
1624541633.404909,1624541633.405088,0.0
1624541633.494059,1624541633.535226,66.0
1624541634.06169,1624541634.06169,0.0
1624541634.169227,1624541634.173292,699.0
1624541634.172732,1624541634.172916,60.0
1624541634.330668,1624541634.330668,0.0
1624541634.495982,1624541634.537219,66.0
1624541635.497896,1624541635.539352,66.0
1624541636.047252,1624541636.047442,0.0
1624541636.100476,1624541636.135993,120.5
1624541636.101489,1624541636.124675,111.5
1624541636.108431,1624541636.143038,109.599998
1624541636.109964,1624541636.136426,111.0
1624541636.350749,1624541636.350749,0.0
1624541636.484224,1624541636.525659,66.0
1624541637.485082,1624541637.527276,66.0
1624541637.56048,1624541637.56048,0.0
1624541638.200606,1624541638.205647,699.0
1624541638.371146,1624541638.371146,0.0
1624541638.485966,1624541638.528556,66.0
1624541639.099846,1624541639.100021,0.0
1624541639.148371,1624541639.148455,0.0
1624541639.148548,1624541639.148725,0.0
1624541639.488076,1624541639.529948,66.0
1624541639.865947,1624541639.866113,0.0
1624541640.172824,1624541640.172989,0.0
1624541640.196353,1624541640.196522,0.0
1624541640.390763,1624541640.390763,0.0
1624541640.405649,1624541640.405886,0.0
1624541640.4893,1624541640.531443,66.0
1624541640.753924,1624541640.75616,89.0
1624541640.754003,1624541640.764182,96.25
1624541640.756408,1624541640.80317,193.600006
1624541640.757069,1624541640.807712,171.333328
1624541640.762125,1624541640.803848,60.0
1624541640.762844,1624541640.768702,699.0
1624541641.10122,1624541641.136749,120.5
1624541641.101676,1624541641.127211,111.5
1624541641.105945,1624541641.14286,109.599998
1624541641.114256,1624541641.139673,111.0
1624541641.491849,1624541641.533894,66.0
1624541642.066432,1624541642.066432,0.0
1624541642.238163,1624541642.24212,699.0
1624541642.410975,1624541642.410975,0.0
1624541642.492818,1624541642.534427,66.0
1624541642.560302,1624541642.560302,0.0
1624541643.056111,1624541643.056176,0.0
1624541643.122912,1624541643.122912,0.0
1624541643.268375,1624541643.271735,699.0
1624541643.494529,1624541643.535679,66.0
1624541643.683328,1624541643.683498,60.0
1624541644.431239,1624541644.431239,0.0
1624541644.495504,1624541644.538344,66.0
1624541645.496475,1624541645.538169,66.0
1624541645.766636,1624541646.099817,60.0
1624541645.767568,1624541646.099872,60.0
1624541646.100713,1624541646.137934,120.5
1624541646.101449,1624541646.101699,0.0
1624541646.102869,1624541646.127124,111.5
1624541646.107208,1624541646.148593,120.0
1624541646.112597,1624541646.139302,111.0
1624541646.170396,1624541646.173612,699.0
1624541646.451301,1624541646.451301,0.0
1624541646.483583,1624541646.525157,66.0
1624541647.197385,1624541647.197446,0.0
1624541647.485168,1624541647.526217,66.0
1624541647.56051,1624541647.56051,0.0
1624541648.03218,1624541648.036073,96.25
1624541648.035988,1624541648.174596,463.200012
1624541648.076235,1624541648.079053,96.25
1624541648.078618,1624541648.099888,441.333344
1624541648.295782,1624541648.2993,699.0
1624541648.470899,1624541648.470899,0.0
1624541648.487191,1624541648.528245,66.0
1624541649.40413,1624541649.404369,0.0
1624541649.489552,1624541649.532726,66.0
1624541650.058077,1624541650.058255,0.0
1624541650.068896,1624541650.068896,0.0
1624541650.320571,1624541650.323901,699.0
1624541650.48136,1624541650.48136,0.0
1624541650.491922,1624541650.534169,66.0
1624541651.100542,1624541651.14155,120.5
1624541651.101438,1624541651.125631,111.5
1624541651.110004,1624541651.145733,120.0
1624541651.110313,1624541651.138634,111.0
1624541651.493886,1624541651.536318,66.0
1624541652.495616,1624541652.536697,66.0
1624541652.501036,1624541652.501036,0.0
1624541652.56078,1624541652.56078,0.0
1624541653.10479,1624541653.346062,60.0
1624541653.13578,1624541653.34615,60.0
1624541653.34271,1624541653.34632,699.0
1624541653.497346,1624541653.539551,66.0
1624541654.207715,1624541654.207891,0.0
1624541654.484632,1624541654.527582,66.0
1624541654.521072,1624541654.521072,0.0
1624541655.043553,1624541655.046383,96.25
1624541655.04661,1624541655.069899,523.333313
1624541655.098217,1624541655.098392,0.0
1624541655.487714,1624541655.53012,66.0
1624541656.047699,1624541656.100727,851.0
1624541656.101247,1624541656.141478,120.5
1624541656.105433,1624541656.130668,111.5
1624541656.111878,1624541656.145068,120.0
1624541656.114258,1624541656.142585,111.0
1624541656.406287,1624541656.406459,0.0
1624541656.489781,1624541656.531344,66.0
1624541656.541569,1624541656.541569,0.0
1624541657.491622,1624541657.533238,66.0
1624541657.560866,1624541657.560866,0.0
1624541658.073783,1624541658.073783,0.0
1624541658.372216,1624541658.427763,699.0
1624541658.494079,1624541658.536084,66.0
1624541658.561132,1624541658.561132,0.0
1624541659.046006,1624541659.046187,0.0
1624541659.496879,1624541659.538022,66.0
1624541660.483386,1624541660.524549,66.0
1624541660.581233,1624541660.581233,0.0
1624541660.605831,1624541660.609491,699.0
1624541661.065243,1624541661.100252,60.0
1624541661.100816,1624541661.141727,120.5
1624541661.102059,1624541661.132376,111.5
1624541661.114155,1624541661.145726,120.0
1624541661.115982,1624541661.146963,111.0
1624541661.209264,1624541661.209346,0.0
1624541661.4856,1624541661.527271,66.0
1624541662.099816,1624541662.10005,0.0
1624541662.486296,1624541662.528471,66.0
1624541662.561442,1624541662.561442,0.0
1624541662.601274,1624541662.601274,0.0
1624541663.418019,1624541663.421444,699.0
1624541663.488211,1624541663.530366,66.0
1624541664.48988,1624541664.530563,66.0
1624541664.621461,1624541664.621461,0.0
1624541665.403951,1624541665.404168,0.0
1624541665.49179,1624541665.532573,66.0
1624541665.76883,1624541665.77442,96.25
1624541665.769184,1624541665.773673,96.25
1624541665.77315,1624541666.454977,205.875
1624541665.773338,1624541665.837381,171.333328
1624541665.783858,1624541665.824139,60.0
1624541665.78438,1624541665.824676,60.0
1624541666.047702,1624541666.047873,0.0
1624541666.076151,1624541666.076151,0.0
1624541666.100688,1624541666.141053,120.5
1624541666.102398,1624541666.129061,111.5
1624541666.109836,1624541666.144128,109.599998
1624541666.112464,1624541666.141297,111.0
1624541666.493005,1624541666.534768,66.0
1624541666.641495,1624541666.641495,0.0
1624541667.494864,1624541667.537187,66.0
1624541667.561237,1624541667.561237,0.0
1624541668.032284,1624541668.174492,845.799988
1624541668.076473,1624541668.098153,1132.0
1624541668.471403,1624541668.475067,699.0
1624541668.497094,1624541668.540302,66.0
1624541668.661386,1624541668.661386,0.0
1624541669.157484,1624541669.15765,0.0
1624541669.157617,1624541669.157675,0.0
1624541669.484962,1624541669.526443,66.0
1624541669.594601,1624541669.594828,0.0
1624541670.181598,1624541670.181837,0.0
1624541670.195588,1624541670.195725,0.0
1624541670.48613,1624541670.527773,66.0
1624541670.681803,1624541670.681803,0.0
1624541671.099864,1624541671.100042,0.0
1624541671.100102,1624541671.14033,120.5
1624541671.101362,1624541671.126803,111.5
1624541671.107176,1624541671.143646,137.333328
1624541671.109873,1624541671.137857,111.0
1624541671.48759,1624541671.529187,66.0
1624541672.405648,1624541672.405775,0.0
1624541672.490256,1624541672.532244,66.0
1624541672.561828,1624541672.561828,0.0
1624541672.701767,1624541672.701767,0.0
1624541673.057048,1624541673.057289,0.0
1624541673.102474,1624541673.50256,60.0
1624541673.138466,1624541673.502812,60.0
1624541673.491749,1624541673.533053,66.0
1624541673.499043,1624541673.503219,699.0
1624541673.684723,1624541673.684775,60.0
1624541674.0806,1624541674.0806,0.0
1624541674.493078,1624541674.535118,66.0
1624541674.524661,1624541674.527685,699.0
1624541674.721546,1624541674.721546,0.0
1624541675.495166,1624541675.536905,66.0
1624541676.099815,1624541676.13463,120.5
1624541676.101802,1624541676.126864,111.5
1624541676.108053,1624541676.14056,120.0
1624541676.113899,1624541676.139193,111.0
1624541676.497134,1624541676.538144,66.0
1624541676.580488,1624541676.584089,699.0
1624541676.741579,1624541676.741579,0.0
1624541677.196864,1624541677.197045,0.0
1624541677.483477,1624541677.524276,66.0
1624541677.562015,1624541677.562015,0.0
1624541678.100971,1624541678.101148,0.0
1624541678.484139,1624541678.525111,66.0
1624541678.545322,1624541678.549295,699.0
1624541678.761878,1624541678.761878,0.0
1624541679.486076,1624541679.528649,66.0
1624541680.058479,1624541680.058842,0.0
1624541680.487814,1624541680.529577,66.0
1624541680.77203,1624541680.77203,0.0
1624541681.101063,1624541681.136447,120.5
1624541681.10331,1624541681.12532,111.5
1624541681.104403,1624541681.142558,109.599998
1624541681.106975,1624541681.138102,111.0
1624541681.404782,1624541681.404959,0.0
1624541681.491302,1624541681.532177,66.0
1624541681.91662,1624541682.626401,699.0
1624541682.084671,1624541682.084671,0.0
1624541682.491739,1624541682.532619,66.0
1624541682.561806,1624541682.561806,0.0
1624541682.791785,1624541682.791785,0.0
1624541683.493785,1624541683.535587,66.0
1624541684.206251,1624541684.206427,0.0
1624541684.495397,1624541684.536567,66.0
1624541684.811761,1624541684.811761,0.0
1624541685.497529,1624541685.539408,66.0
1624541686.10169,1624541686.141347,120.5
1624541686.102656,1624541686.12621,111.5
1624541686.106726,1624541686.145223,120.0
1624541686.115294,1624541686.139429,111.0
1624541686.483479,1624541686.525313,66.0
1624541686.832174,1624541686.832174,0.0
1624541687.100247,1624541687.100427,0.0
1624541687.484916,1624541687.527162,66.0
1624541687.562023,1624541687.562023,0.0
1624541687.613312,1624541687.617071,699.0
1624541688.032061,1624541688.03647,96.25
1624541688.035746,1624541688.191015,569.375
1624541688.07582,1624541688.079482,96.25
1624541688.079656,1624541688.116119,448.0
1624541688.405899,1624541688.406054,0.0
1624541688.486827,1624541688.528276,66.0
1624541688.851932,1624541688.851932,0.0
1624541689.045557,1624541689.045726,0.0
1624541689.488363,1624541689.529959,66.0
1624541690.090504,1624541690.090504,0.0
1624541690.490359,1624541690.531547,66.0
1624541690.636236,1624541690.721406,699.0
1624541690.797666,1624541690.852353,321.0
1624541690.798229,1624541690.846443,321.0
1624541690.803457,1624541690.843579,60.0
1624541690.809142,1624541690.850247,60.0
1624541690.871956,1624541690.871956,0.0
1624541691.100598,1624541691.140908,120.5
1624541691.105529,1624541691.129295,111.5
1624541691.107339,1624541691.144481,120.0
1624541691.112504,1624541691.142171,111.0
1624541691.207965,1624541691.208022,0.0
1624541691.49129,1624541691.532949,66.0
1624541692.493048,1624541692.534287,66.0
1624541692.562311,1624541692.562311,0.0
1624541692.65893,1624541692.662587,699.0
1624541692.891901,1624541692.891901,0.0
1624541693.494478,1624541693.535888,66.0
1624541694.10224,1624541694.102393,0.0
1624541694.495676,1624541694.536683,66.0
1624541694.912083,1624541694.912083,0.0
1624541695.497113,1624541695.53792,66.0
1624541695.809313,1624541696.099464,60.0
1624541695.809677,1624541696.099387,60.0
1624541696.047172,1624541696.047321,0.0
1624541696.100193,1624541696.1409,120.5
1624541696.102102,1624541696.126164,111.5
1624541696.104186,1624541696.144768,120.0
1624541696.105821,1624541696.139125,111.0
1624541696.484048,1624541696.525902,66.0
1624541696.932055,1624541696.932055,0.0
1624541697.403732,1624541697.403806,0.0
1624541697.485956,1624541697.52851,66.0
1624541697.562569,1624541697.562569,0.0
1624541697.685537,1624541697.689549,699.0
1624541698.096442,1624541698.096442,0.0
1624541698.488645,1624541698.530817,66.0
1624541698.717909,1624541698.721653,699.0
1624541698.952153,1624541698.952153,0.0
1624541699.171392,1624541699.171513,0.0
1624541699.171622,1624541699.171762,0.0
1624541699.438794,1624541699.438966,0.0
1624541699.489999,1624541699.530534,66.0
1624541699.608931,1624541699.609,0.0
1624541699.64672,1624541699.646899,0.0
1624541700.195472,1624541700.195574,0.0
1624541700.491563,1624541700.533341,66.0
1624541700.646895,1624541700.647047,0.0
1624541700.972331,1624541700.972331,0.0
1624541701.099491,1624541701.140223,120.5
1624541701.102111,1624541701.121887,111.5
1624541701.111151,1624541701.144006,120.0
1624541701.13878,1624541701.173896,111.0
1624541701.493306,1624541701.535338,66.0
1624541701.647822,1624541701.648031,0.0
1624541702.496527,1624541702.538308,66.0
1624541702.562935,1624541702.562935,0.0
1624541702.64845,1624541702.648693,0.0
1624541702.746722,1624541702.750634,699.0
1624541702.992472,1624541702.992472,0.0
1624541703.056559,1624541703.05669,0.0
1624541703.100069,1624541703.10017,0.0
1624541703.482835,1624541703.525633,66.0
1624541703.685884,1624541703.68594,60.0
1624541704.404806,1624541704.404959,0.0
1624541704.484489,1624541704.52616,66.0
1624541705.012303,1624541705.012303,0.0
1624541705.485427,1624541705.527459,66.0
1624541706.101555,1624541706.140959,120.5
1624541706.10165,1624541706.10165,0.0
1624541706.102374,1624541706.125323,111.5
1624541706.107348,1624541706.144456,120.0
1624541706.110677,1624541706.138308,111.0
1624541706.488,1624541706.529293,66.0
1624541706.78105,1624541706.784979,699.0
1624541707.032289,1624541707.032289,0.0
1624541707.196994,1624541707.197147,0.0
1624541707.292742,1624541707.808304,699.0
1624541707.489287,1624541707.530323,66.0
1624541707.563117,1624541707.563117,0.0
1624541708.032113,1624541708.096587,415.166656
1624541708.074008,1624541708.16456,415.166656
1624541708.075479,1624541708.141661,415.166656
1624541708.094942,1624541708.297644,591.75
1624541708.128919,1624541708.215178,622.75
1624541708.164395,1624541708.276068,457.833344
1624541708.490213,1624541708.532651,66.0
1624541709.052709,1624541709.052709,0.0
1624541709.491947,1624541709.533799,66.0
1624541710.057378,1624541710.05762,0.0
1624541710.101464,1624541710.101644,0.0
1624541710.493941,1624541710.536342,66.0
1624541711.06235,1624541711.06235,0.0
1624541711.101032,1624541711.141085,120.5
1624541711.1016,1624541711.1265,111.5
1624541711.114178,1624541711.144944,120.0
1624541711.119253,1624541711.144002,111.0
1624541711.496911,1624541711.538249,66.0
1624541712.483016,1624541712.523921,66.0
1624541712.563052,1624541712.563052,0.0
1624541712.841917,1624541712.845681,699.0
1624541713.082447,1624541713.082447,0.0
1624541713.217881,1624541713.217941,60.0
1624541713.261506,1624541713.261794,60.0
1624541713.404075,1624541713.404195,0.0
1624541713.484636,1624541713.527368,66.0
1624541714.107143,1624541714.107143,0.0
1624541714.206515,1624541714.206687,0.0
1624541714.48742,1624541714.529331,66.0
1624541714.866413,1624541715.823683,746.0
1624541714.869937,1624541714.869956,60.0
1624541714.869946,1624541714.870048,60.0
1624541715.043773,1624541715.817979,1131.333374
1624541715.102428,1624541715.102428,0.0
1624541715.489574,1624541715.531247,66.0
1624541715.813816,1624541715.821865,96.25
1624541715.822689,1624541715.822689,0.0
1624541715.82593,1624541715.866224,60.0
1624541715.858132,1624541715.858132,0.0
1624541715.862284,1624541716.052693,323.0
1624541716.100253,1624541716.140657,120.5
1624541716.102132,1624541716.127504,111.5
1624541716.111805,1624541716.144609,120.0
1624541716.114009,1624541716.140789,111.0
1624541716.491733,1624541716.533421,66.0
1624541717.122786,1624541717.122786,0.0
1624541717.493445,1624541717.535231,66.0
1624541717.563243,1624541717.563243,0.0
1624541717.898411,1624541717.902348,699.0
1624541718.49659,1624541718.538206,66.0
1624541719.04559,1624541719.04583,0.0
1624541719.099412,1624541719.099653,0.0
1624541719.142835,1624541719.142835,0.0
1624541719.483424,1624541719.526212,66.0
1624541720.405375,1624541720.405559,0.0
1624541720.485711,1624541720.527589,66.0
1624541720.848111,1624541720.851948,699.0
1624541721.053622,1624541721.099774,60.0
1624541721.100491,1624541721.141473,120.5
1624541721.10122,1624541721.126487,111.5
1624541721.10621,1624541721.146861,109.599998
1624541721.112043,1624541721.140087,111.0
1624541721.162608,1624541721.162608,0.0
1624541721.208944,1624541721.209125,0.0
1624541721.487291,1624541721.529214,66.0
1624541722.111726,1624541722.111726,0.0
1624541722.48858,1624541722.530252,66.0
1624541722.563956,1624541722.563956,0.0
1624541722.935011,1624541723.002609,699.0
1624541723.182928,1624541723.182928,0.0
1624541723.490253,1624541723.532493,66.0
1624541724.491709,1624541724.532758,66.0
1624541725.202875,1624541725.202875,0.0
1624541725.493638,1624541725.535927,66.0
1624541726.100836,1624541726.136692,120.5
1624541726.10191,1624541726.12433,111.5
1624541726.10815,1624541726.142071,109.599998
1624541726.112483,1624541726.137492,111.0
1624541726.49486,1624541726.536412,66.0
1624541727.212639,1624541727.212639,0.0
1624541727.497825,1624541727.540548,66.0
1624541727.563664,1624541727.563664,0.0
1624541727.843332,1624541727.843457,0.0
1624541727.991273,1624541727.994745,699.0
1624541728.031169,1624541728.035759,96.25
1624541728.03492,1624541728.182613,516.888916
1624541728.076297,1624541728.080393,96.25
1624541728.080136,1624541728.111099,448.0
1624541728.485352,1624541728.527008,66.0
1624541729.171541,1624541729.171674,0.0
1624541729.171807,1624541729.171936,0.0
1624541729.233109,1624541729.233109,0.0
1624541729.438212,1624541729.438307,0.0
1624541729.486772,1624541729.527924,66.0
1624541729.62901,1624541729.629184,0.0
1624541730.115188,1624541730.115188,0.0
1624541730.488363,1624541730.53019,66.0
1624541731.021021,1624541731.025055,699.0
1624541731.102713,1624541731.137692,120.5
1624541731.106982,1624541731.12953,111.5
1624541731.108484,1624541731.14356,120.0
1624541731.112605,1624541731.142051,111.0
1624541731.243095,1624541731.243095,0.0
1624541731.490951,1624541731.53228,66.0
1624541732.493148,1624541732.535166,66.0
1624541732.563705,1624541732.563705,0.0
1624541733.051969,1624541733.055506,699.0
1624541733.111716,1624541733.112375,60.0
1624541733.147232,1624541733.147256,60.0
1624541733.262958,1624541733.262958,0.0
1624541733.49544,1624541733.537351,66.0
1624541733.686755,1624541733.687178,60.0
1624541734.496111,1624541734.538277,66.0
1624541735.283026,1624541735.283026,0.0
1624541735.483251,1624541735.525722,66.0
1624541736.099682,1624541736.099742,60.0
1624541736.099689,1624541736.099711,60.0
1624541736.101182,1624541736.136324,120.5
1624541736.104973,1624541736.125156,111.5
1624541736.108187,1624541736.142364,109.599998
1624541736.113693,1624541736.13794,111.0
1624541736.486018,1624541736.527068,66.0
1624541737.302876,1624541737.302876,0.0
