Dport,DstAddr,TotBytes
38340,107,2750.3333333333335
38342,106,2726.5
38342,107,2753.222222222222
38344,106,2720.2237762237764
38344,107,2745.9444444444443
38346,106,2745.9444444444443
38346,107,2741.0
38348,106,2751.6111111111113
38348,107,2751.5555555555557
38349,9,160.0
38350,106,2744.0555555555557
38350,107,2756.0
38352,106,2741.1111111111113
38352,107,2740.3333333333335
38354,106,2732.777777777778
38354,107,2761.5
38356,106,2745.3888888888887
38356,107,2755.9444444444443
38358,106,2750.6666666666665
38358,107,2753.3888888888887
38360,106,2755.8333333333335
38360,107,2745.722222222222
38362,106,2750.277777777778
38362,107,2743.777777777778
38364,106,2745.777777777778
38364,107,2740.0555555555557
38366,106,2748.722222222222
38366,107,2730.8333333333335
38367,9,160.0
38367,26,169.0
38368,106,2744.1666666666665
38368,107,2765.3888888888887
38370,106,2751.3333333333335
38370,107,2757.5555555555557
38372,106,2739.8888888888887
38372,107,2748.4444444444443
38374,106,2758.0
38374,107,2741.6666666666665
38376,106,2753.3333333333335
38376,107,2733.9444444444443
38378,106,2751.0
38378,107,2748.1111111111113
38380,106,2732.4755244755243
38380,107,2737.277777777778
38382,106,2758.3888888888887
38382,107,2738.0555555555557
38384,106,2748.0555555555557
38384,107,2741.722222222222
38386,106,2754.0
38386,107,2749.0555555555557
38388,106,2747.6111111111113
38388,107,2742.8888888888887
38390,106,2747.5555555555557
38390,107,2733.222222222222
38392,106,2739.3333333333335
38392,107,2739.9444444444443
38394,106,2748.222222222222
38394,107,2729.6666666666665
38396,106,2733.6111111111113
38396,107,2751.6111111111113
38397,26,261.0
38398,106,2736.1666666666665
38398,107,2744.722222222222
38400,106,2743.3333333333335
38400,107,2738.4444444444443
38402,106,2751.8888888888887
38402,107,2747.777777777778
38404,106,2743.0
38404,107,2727.777777777778
38406,106,2732.1666666666665
38406,107,2739.277777777778
38408,106,2745.4444444444443
38408,107,2730.5555555555557
38410,106,2749.8888888888887
38410,107,2727.5833333333335
38412,106,2737.277777777778
38412,107,2735.1666666666665
38414,106,2756.722222222222
38414,107,2742.6666666666665
38416,106,2729.0
38416,107,2733.0
38418,106,2741.5
38418,107,2743.222222222222
38420,106,2744.777777777778
38420,107,2738.6111111111113
38422,106,2744.222222222222
38422,107,2736.5
38424,106,2752.722222222222
38424,107,2733.8888888888887
38426,106,2749.222222222222
38426,107,2742.277777777778
38428,106,2752.1111111111113
38428,107,2738.0555555555557
38430,106,2737.5
38430,107,2740.722222222222
38432,106,2739.8888888888887
38432,107,2747.6111111111113
38434,106,2736.9444444444443
38434,107,2757.3333333333335
38436,106,2731.777777777778
38436,107,2756.1666666666665
38438,106,2737.1666666666665
38438,107,2773.027777777778
38440,106,2746.277777777778
38440,107,2757.5
38442,106,2740.0555555555557
38442,107,2746.6111111111113
38444,106,2733.9444444444443
38444,107,2754.1666666666665
38446,106,2745.8888888888887
38446,107,2760.5833333333335
38448,106,2735.3333333333335
38448,107,2736.222222222222
38450,106,2735.8888888888887
38450,107,2760.277777777778
38452,106,2725.222222222222
38452,107,2732.5314685314684
38454,106,2727.777777777778
38454,107,2745.0
38456,106,2736.3888888888887
38456,107,2745.6666666666665
38458,106,2739.0
38458,107,2757.8888888888887
38460,106,2738.777777777778
38460,107,2750.4444444444443
38462,106,2735.8333333333335
38462,107,2746.722222222222
38464,106,2727.777777777778
38464,107,2760.777777777778
38466,106,2747.3888888888887
38466,107,2743.8333333333335
38468,106,2727.4444444444443
38468,107,2758.1944444444443
38470,106,2742.3888888888887
38470,107,2753.9444444444443
38472,106,2724.5
38472,107,2761.777777777778
38474,106,2716.0
38474,107,2774.75
38476,106,2739.277777777778
38476,107,2758.25
38478,106,2736.3333333333335
38478,107,2754.5555555555557
38480,106,2735.3888888888887
38480,107,2757.9444444444443
38482,106,2734.1666666666665
38482,107,2743.9444444444443
38484,106,2739.1666666666665
38484,107,2755.722222222222
38486,106,2741.777777777778
38486,107,2736.0
38488,106,2749.0
38488,107,2747.5
38490,106,2746.5
38490,107,2745.222222222222
38492,106,2736.277777777778
38492,107,2744.1111111111113
38494,106,2744.722222222222
38494,107,2758.6666666666665
38496,106,2741.5
38496,107,2743.0
38498,106,2740.222222222222
38498,107,2746.3888888888887
38500,106,2751.3333333333335
38500,107,2751.6111111111113
38502,106,2748.0555555555557
38502,107,2751.777777777778
38504,106,2743.0555555555557
38504,107,2749.0555555555557
38506,106,2744.9444444444443
38506,107,2756.3333333333335
38508,106,2747.5555555555557
38508,107,2737.9166666666665
38510,106,2746.222222222222
38510,107,2739.777777777778
38512,106,2731.9444444444443
38512,107,2740.1111111111113
38514,106,2739.6111111111113
38514,107,2748.9444444444443
38516,106,2726.5555555555557
38516,107,2748.0833333333335
38518,106,2732.6666666666665
38518,107,2739.3888888888887
38520,106,2740.0
38520,107,2751.8333333333335
38522,106,2739.3888888888887
38522,107,2751.1111111111113
38524,106,2742.6666666666665
38524,107,2747.0555555555557
38526,106,2739.4444444444443
38526,107,2752.0555555555557
38528,106,2737.9444444444443
38528,107,2769.5555555555557
38530,106,2746.3888888888887
38530,107,2744.5
38532,106,2723.3333333333335
38532,107,2746.4444444444443
38534,106,2731.3333333333335
38534,107,2754.4444444444443
38536,106,2742.4444444444443
38536,107,2740.3333333333335
38538,106,2739.3333333333335
38538,107,2743.5555555555557
38540,106,2735.9444444444443
38540,107,2728.222222222222
38542,106,2733.3888888888887
38542,107,2741.6666666666665
38544,106,2735.777777777778
38544,107,2740.0555555555557
38546,106,2751.9444444444443
38546,107,2741.8888888888887
38548,106,2735.222222222222
38548,107,2742.0
38550,106,2741.1666666666665
38550,107,2736.722222222222
38552,106,2745.0
38552,107,2740.5555555555557
38554,106,2734.9444444444443
38554,107,2740.0
38556,106,2744.5
38556,107,2736.1111111111113
38558,106,2738.1666666666665
38558,107,2737.0555555555557
38560,106,2720.6666666666665
38560,107,2731.6111111111113
38562,106,2741.0555555555557
38562,107,2738.8333333333335
38564,106,2739.1666666666665
38564,107,2736.5
38566,106,2758.3333333333335
38566,107,2737.222222222222
38568,106,2744.1666666666665
38568,107,2738.3888888888887
38570,106,2742.0
38570,107,2736.1666666666665
38572,106,2752.8333333333335
38572,107,2742.1111111111113
38574,106,2747.222222222222
38574,107,2743.5
38576,106,2750.1111111111113
38576,107,2755.222222222222
38578,106,2744.5555555555557
38578,107,2749.3888888888887
38580,106,2760.5555555555557
38580,107,2734.3888888888887
38582,106,2746.0
38582,107,2750.722222222222
38584,106,2736.3888888888887
38584,107,2752.0555555555557
38586,106,2748.8888888888887
38586,107,2740.0
38588,106,2751.3333333333335
38588,107,2758.8888888888887
38590,106,2735.722222222222
38590,107,2755.6666666666665
38592,106,2749.0
38592,107,2751.6111111111113
38594,106,2745.777777777778
38594,107,2764.277777777778
38596,106,2741.1666666666665
38596,107,2749.5
38598,106,2743.3333333333335
38598,107,2736.277777777778
38599,9,160.0
38600,106,2744.4444444444443
38600,107,2749.5
38602,106,2735.0555555555557
38602,107,2744.5555555555557
38604,106,2751.8333333333335
38604,107,2752.3333333333335
38606,106,2741.3333333333335
38606,107,2749.222222222222
38608,106,2737.8333333333335
38608,107,2752.8333333333335
38610,106,2744.4444444444443
38610,107,2755.1666666666665
38612,106,2732.5
38612,107,2753.1666666666665
38613,11,260.0
38614,106,2732.6111111111113
38614,107,2752.8333333333335
38616,106,2720.335664335664
38616,107,2758.8888888888887
38618,106,2747.3333333333335
38618,107,2754.222222222222
38619,106,124.0
38620,106,2722.695035460993
38620,107,2752.3333333333335
38622,106,2744.3888888888887
38622,107,2763.6666666666665
38624,106,2743.3333333333335
38624,107,2738.0555555555557
38626,106,2748.5
38626,107,2740.6111111111113
38628,106,2749.9444444444443
38628,107,2738.8888888888887
38630,106,2735.3333333333335
38630,107,2741.6666666666665
38632,106,2747.6111111111113
38632,107,2758.722222222222
38634,106,2739.0
38634,107,2745.222222222222
38636,106,2753.277777777778
38636,107,2758.1666666666665
38638,106,2751.5555555555557
38638,107,2756.4444444444443
38640,106,2746.3333333333335
38640,107,2761.9166666666665
38642,106,2738.222222222222
38642,107,2754.9444444444443
38644,106,2739.777777777778
38644,107,2750.527777777778
38646,106,2738.222222222222
38646,107,2748.8055555555557
38648,106,2726.3333333333335
38648,107,2735.8333333333335
38650,106,2740.5
38650,107,2747.8888888888887
38652,106,2730.3333333333335
38652,107,2742.4444444444443
38654,106,2730.3333333333335
38654,107,2738.3888888888887
38656,106,2739.1111111111113
38656,107,2746.3333333333335
38658,106,2745.777777777778
38658,107,2751.527777777778
38660,106,2740.8333333333335
38660,107,2752.3333333333335
38662,106,2735.0
38662,107,2754.1388888888887
38664,106,2738.8333333333335
38664,107,2737.222222222222
38666,106,2746.8333333333335
38666,107,2730.0
38668,106,2754.3888888888887
38668,107,2746.6111111111113
38670,106,2755.6111111111113
38670,107,2738.0
38672,106,2753.1666666666665
38672,107,2726.8888888888887
38674,106,2729.8888888888887
38674,107,2741.5
38676,106,2749.0555555555557
38676,107,2739.5
38678,106,2746.1111111111113
38678,107,2732.9444444444443
38680,106,2750.722222222222
38680,107,2745.75
38682,106,2739.3888888888887
38682,107,2735.4444444444443
38684,106,2742.3888888888887
38684,107,2741.277777777778
38686,106,2741.722222222222
38686,107,2736.6388888888887
38688,106,2729.4444444444443
38688,107,2738.1666666666665
38690,106,2740.277777777778
38690,107,2737.5
38692,106,2734.6111111111113
38692,107,2749.5
38694,106,2745.9444444444443
38694,107,2742.6666666666665
38696,106,2738.6111111111113
38696,107,2759.1944444444443
38698,106,2738.6111111111113
38698,107,2755.972222222222
38700,106,2735.4444444444443
38700,107,2750.3888888888887
38702,106,2756.8333333333335
38702,107,2741.6666666666665
38704,106,2753.1111111111113
38704,107,2743.5555555555557
38706,106,2742.777777777778
38706,107,2750.5555555555557
38708,106,2736.0
38708,107,2742.3333333333335
38710,106,2764.9444444444443
38710,107,2751.8888888888887
38711,107,124.0
38712,106,2749.0555555555557
38712,107,2727.3475177304963
38714,106,2748.722222222222
38714,107,2737.9444444444443
38716,106,2756.5
38716,107,2750.277777777778
38718,106,2743.722222222222
38718,107,2742.722222222222
38720,106,2757.3333333333335
38720,107,2760.277777777778
38722,106,2743.5555555555557
38722,107,2749.3888888888887
38724,106,2745.5
38724,107,2754.5
38726,106,2747.6666666666665
38726,107,2754.1111111111113
38728,106,2737.722222222222
38728,107,2748.222222222222
38730,106,2740.8888888888887
38730,107,2741.722222222222
38732,106,2749.222222222222
38732,107,2746.8888888888887
38734,106,2734.3333333333335
38734,107,2731.8333333333335
38736,106,2739.6111111111113
38736,107,2751.3333333333335
38738,106,2745.1111111111113
38738,107,2752.777777777778
38740,106,2737.8333333333335
38740,107,2757.0555555555557
38742,106,2734.6666666666665
38742,107,2730.8333333333335
38744,106,2745.6666666666665
38744,107,2738.6666666666665
38746,106,2746.5555555555557
38746,107,2755.4444444444443
38748,106,2740.6111111111113
38748,107,2751.3333333333335
38750,106,2742.8888888888887
38750,107,2752.6111111111113
38752,106,2758.3888888888887
38752,107,2744.5
38754,106,2752.8333333333335
38754,107,2752.0
38756,106,2753.6111111111113
38756,107,2748.1666666666665
38758,106,2735.1111111111113
38758,107,2746.5
38760,106,2732.277777777778
38760,107,2744.3888888888887
38762,106,2729.1666666666665
38762,107,2744.777777777778
38764,106,2728.9444444444443
38764,107,2752.0
38766,106,2732.0
38766,107,2746.1666666666665
38768,106,2728.6666666666665
38768,107,2739.277777777778
38770,106,2750.9444444444443
38770,107,2754.0555555555557
38772,106,2759.3333333333335
38772,107,2734.5555555555557
38774,106,2754.0
38774,107,2749.0555555555557
38776,106,2747.1666666666665
38776,107,2748.277777777778
38778,106,2741.4444444444443
38778,107,2734.722222222222
38780,106,2747.777777777778
38780,107,2745.722222222222
38782,106,2743.1111111111113
38782,107,2744.75
38784,106,2735.8888888888887
38784,107,2748.722222222222
38786,106,2750.277777777778
38786,107,2748.5
38788,106,2740.0555555555557
38788,107,2758.4444444444443
38790,106,2741.8888888888887
38790,107,2745.722222222222
38792,106,2756.5555555555557
38792,107,2761.8055555555557
38794,106,2749.8888888888887
38794,107,2740.8333333333335
38796,106,2734.3333333333335
38796,107,2755.5
38798,106,2734.9444444444443
38798,107,2739.1666666666665
38800,106,2736.0
38800,107,2751.3888888888887
38802,106,2748.6111111111113
38802,107,2749.277777777778
38804,106,2738.4444444444443
38804,107,2757.25
38806,106,2738.0
38806,107,2757.472222222222
38808,106,2746.777777777778
38808,107,2749.9444444444443
38810,106,2739.6111111111113
38810,107,2722.722222222222
38812,106,2737.722222222222
38812,107,2740.5555555555557
38814,106,2744.6666666666665
38814,107,2741.0
38816,106,2737.3888888888887
38816,107,2744.0555555555557
38818,106,2752.777777777778
38818,107,2742.1666666666665
38820,106,2738.8333333333335
38820,107,2745.0
38822,106,2743.3888888888887
38822,107,2745.8888888888887
38824,106,2744.6111111111113
38824,107,2741.8888888888887
38826,106,2731.3333333333335
38826,107,2740.0555555555557
38828,106,2752.777777777778
38828,107,2743.777777777778
38830,106,2725.8888888888887
38830,107,2732.5
38832,106,2731.5
38832,107,2728.1666666666665
38834,106,2732.3333333333335
38834,107,2736.3611111111113
38836,106,2743.777777777778
38836,107,2740.9444444444443
38838,106,2743.6666666666665
38838,107,2732.722222222222
38840,106,2737.277777777778
38840,107,2732.6111111111113
38842,106,2741.0
38842,107,2748.8055555555557
38844,106,2745.3333333333335
38844,107,2743.5555555555557
38846,106,2737.1111111111113
38846,107,2743.6111111111113
38848,106,2743.277777777778
38848,107,2751.6666666666665
38850,106,2743.0555555555557
38850,107,2759.1111111111113
38852,106,2750.5
38852,107,2751.6111111111113
38854,106,2763.3888888888887
38854,107,2756.3611111111113
38856,106,2758.0555555555557
38856,107,2745.722222222222
38858,106,2749.777777777778
38858,107,2741.8333333333335
38860,106,2745.6666666666665
38860,107,2749.5
38862,106,2745.8333333333335
38862,107,2750.4444444444443
38864,106,2738.222222222222
38864,107,2741.1111111111113
38866,106,2751.4444444444443
38866,107,2749.6388888888887
38868,106,2746.222222222222
38868,107,2739.777777777778
38870,106,2737.1666666666665
38870,107,2751.777777777778
38872,106,2740.9444444444443
38872,107,2752.277777777778
38874,106,2739.722222222222
38874,107,2752.722222222222
38876,106,2746.3611111111113
38876,107,2755.8611111111113
38878,106,2745.4444444444443
38878,107,2743.3333333333335
38880,106,2755.8888888888887
38880,107,2739.5555555555557
38882,106,2746.3888888888887
38882,107,2741.6666666666665
38884,106,2737.0555555555557
38884,107,2743.777777777778
38886,106,2741.722222222222
38886,107,2747.8333333333335
38888,106,2743.8333333333335
38888,107,2743.277777777778
38890,106,2730.8888888888887
38890,107,2743.722222222222
38892,106,2740.0
38892,107,2745.6111111111113
38894,106,2753.722222222222
38894,107,2741.0555555555557
38896,106,2730.777777777778
38896,107,2722.237762237762
38897,26,261.0
38898,106,2740.5
38898,107,2752.1111111111113
38900,106,2736.1666666666665
38900,107,2760.1666666666665
38902,106,2736.5
38902,107,2746.6111111111113
38904,106,2748.3333333333335
38904,107,2752.1111111111113
38906,106,2737.277777777778
38906,107,2740.722222222222
38908,106,2758.8888888888887
38908,107,2764.027777777778
38910,106,2746.3333333333335
38910,107,2759.777777777778
38912,106,2738.1666666666665
38912,107,2748.5555555555557
38914,106,2744.6666666666665
38914,107,2737.3888888888887
38916,106,2741.6111111111113
38916,107,2759.3888888888887
38918,106,2742.222222222222
38918,107,2743.8333333333335
38920,106,2742.3888888888887
38920,107,2758.3888888888887
38922,106,2738.222222222222
38922,107,2751.1111111111113
38924,106,2742.1111111111113
38924,107,2747.6111111111113
38926,106,2738.3333333333335
38926,107,2763.6111111111113
38928,106,2741.3333333333335
38928,107,2754.222222222222
38930,106,2749.1666666666665
38930,107,2748.5
38932,106,2742.6666666666665
38932,107,2758.0
38934,106,2752.6666666666665
38934,107,2757.5555555555557
38936,106,2750.222222222222
38936,107,2747.722222222222
38938,106,2741.0
38938,107,2750.8888888888887
38940,106,2732.722222222222
38940,107,2755.5555555555557
38942,106,2751.1111111111113
38942,107,2741.0
38944,106,2727.6111111111113
38944,107,2736.4444444444443
38946,106,2741.5
38946,107,2738.1666666666665
38948,106,2747.3888888888887
38948,107,2747.3888888888887
38950,106,2738.6111111111113
38950,107,2741.222222222222
38952,106,2743.6111111111113
38952,107,2746.3333333333335
38954,106,2756.777777777778
38954,107,2736.5555555555557
38956,106,2754.9444444444443
38956,107,2755.3888888888887
38958,106,2756.0555555555557
38958,107,2748.277777777778
38960,106,2733.8888888888887
38960,107,2730.5555555555557
38962,106,2724.5
38962,107,2732.3333333333335
38964,106,2732.8888888888887
38964,107,2745.3888888888887
38966,106,2741.8888888888887
38966,107,2738.8888888888887
38968,106,2742.0555555555557
38968,107,2747.3888888888887
38970,106,2741.722222222222
38970,107,2749.0
38972,106,2734.1666666666665
38972,107,2733.1666666666665
38974,106,2728.5555555555557
38974,107,2745.222222222222
38976,106,2739.1666666666665
38976,107,2744.9444444444443
38978,106,2746.6111111111113
38978,107,2732.3888888888887
38980,106,2746.6666666666665
38980,107,2728.3888888888887
38982,106,2745.0555555555557
38982,107,2729.722222222222
38984,106,2739.0555555555557
38984,107,2749.4444444444443
38986,106,2736.277777777778
38986,107,2741.3888888888887
38988,106,2747.9444444444443
38988,107,2763.0555555555557
38990,106,2752.722222222222
38990,107,2749.6111111111113
38992,106,2741.8888888888887
38992,107,2753.1666666666665
38994,106,2747.4444444444443
38994,107,2751.8888888888887
38996,106,2740.777777777778
38996,107,2743.1111111111113
38998,106,2736.6666666666665
38998,107,2744.5555555555557
39000,106,2732.3333333333335
39000,107,2748.5833333333335
39002,106,2752.0555555555557
39002,107,2754.6666666666665
39004,106,2751.9444444444443
39004,107,2743.0555555555557
39006,106,2746.1666666666665
39006,107,2743.6111111111113
39008,106,2739.9444444444443
39008,107,2744.1666666666665
39010,106,2737.8888888888887
39010,107,2756.222222222222
39012,106,2748.222222222222
39012,107,2753.3333333333335
39014,106,2740.5555555555557
39014,107,2764.1111111111113
39016,106,2754.0555555555557
39016,107,2732.0
39018,106,2747.1111111111113
39018,107,2747.8888888888887
39020,106,2748.277777777778
39020,107,2752.75
39022,106,2737.9444444444443
39022,107,2752.1666666666665
39024,106,2744.5
39024,107,2740.0555555555557
39026,106,2748.9166666666665
39026,107,2733.1666666666665
39028,106,2762.8888888888887
39028,107,2741.8888888888887
39030,106,2750.8611111111113
39030,107,2734.1666666666665
39032,106,2748.1944444444443
39032,107,2745.1666666666665
39034,106,2739.222222222222
39034,107,2744.5555555555557
39036,106,2740.5555555555557
39036,107,2757.8888888888887
39038,106,2732.722222222222
39038,107,2746.222222222222
39040,106,2747.1111111111113
39040,107,2743.722222222222
39042,106,2735.5555555555557
39042,107,2738.0555555555557
39044,106,2730.777777777778
39044,107,2739.8333333333335
39046,106,2747.1111111111113
39046,107,2738.6111111111113
39048,106,2753.1111111111113
39048,107,2755.0555555555557
39050,106,2740.222222222222
39050,107,2740.9444444444443
39052,106,2739.6111111111113
39052,107,2755.0555555555557
39054,106,2749.8888888888887
39054,107,2762.4166666666665
39056,106,2741.6666666666665
39056,107,2756.0555555555557
39058,106,2742.1111111111113
39058,107,2743.1111111111113
39060,106,2743.777777777778
39060,107,2749.3611111111113
39062,106,2737.722222222222
39062,107,2749.3888888888887
39064,106,2748.8333333333335
39064,107,2728.1111111111113
39066,106,2743.5555555555557
39066,107,2744.5555555555557
39068,106,2744.3333333333335
39068,107,2747.6111111111113
39070,106,2743.5
39070,107,2747.1666666666665
39072,106,2747.6666666666665
39072,107,2730.3333333333335
39074,106,2755.8333333333335
39074,107,2745.222222222222
39076,106,2746.3888888888887
39076,107,2737.722222222222
39078,106,2742.6666666666665
39078,107,2751.3333333333335
39080,106,2743.277777777778
39080,107,2748.0555555555557
39082,106,2742.8888888888887
39082,107,2726.0555555555557
39084,106,2750.722222222222
39084,107,2736.8888888888887
39086,106,2750.4444444444443
39086,107,2734.1666666666665
39088,106,2745.0
39088,107,2720.1666666666665
39090,106,2745.3888888888887
39090,107,2732.9444444444443
39092,106,2753.5
39092,107,2727.277777777778
39094,106,2747.4444444444443
39094,107,2727.777777777778
39096,106,2739.277777777778
39096,107,2748.8333333333335
39098,106,2751.3888888888887
39098,107,2752.277777777778
39100,106,2736.4444444444443
39100,107,2750.5
39102,106,2744.777777777778
39102,107,2750.6666666666665
39104,106,2740.9444444444443
39104,107,2737.3888888888887
39106,106,2744.722222222222
39106,107,2742.8888888888887
39108,106,2739.3333333333335
39108,107,2739.722222222222
39110,106,2746.0555555555557
39110,107,2752.722222222222
39112,106,2744.0
39112,107,2749.8888888888887
39114,106,2751.4444444444443
39114,107,2742.3888888888887
39116,106,2749.6666666666665
39116,107,2750.0
39118,106,2751.3888888888887
39118,107,2744.5555555555557
39120,106,2743.6666666666665
39120,107,2749.0555555555557
39122,26,261.0
39122,106,2735.3333333333335
39122,107,2758.1666666666665
39124,106,2749.4444444444443
39124,107,2749.6111111111113
39126,106,2743.1111111111113
39126,107,2743.5555555555557
39128,106,2737.722222222222
39128,107,2752.1111111111113
39130,106,2735.6666666666665
39130,107,2752.1111111111113
39132,106,2738.277777777778
39132,107,2744.5
39134,106,2750.3333333333335
39134,107,2760.722222222222
39136,106,2732.9444444444443
39136,107,2751.777777777778
39138,106,2739.777777777778
39138,107,2746.722222222222
39140,106,2732.777777777778
39140,107,2761.9444444444443
39142,106,2748.5555555555557
39142,107,2757.5
39144,106,2736.9444444444443
39144,107,2740.9444444444443
39146,106,2737.1666666666665
39146,107,2746.5
39148,106,2740.4444444444443
39148,107,2755.0555555555557
39150,106,2738.4444444444443
39150,107,2755.3888888888887
39152,106,2742.8888888888887
39152,107,2748.222222222222
39153,107,124.0
39154,106,2748.5555555555557
39154,107,2752.595744680851
39156,106,2739.777777777778
39156,107,2762.0
39158,106,2751.1111111111113
39158,107,2752.5555555555557
39160,106,2745.6666666666665
39160,107,2748.277777777778
39161,9,160.0
39162,106,2739.6111111111113
39162,107,2759.9444444444443
39164,106,2736.1111111111113
39164,107,2751.3333333333335
39166,106,2746.6666666666665
39166,107,2751.1666666666665
39168,106,2744.0555555555557
39168,107,2758.222222222222
39170,106,2738.4444444444443
39170,107,2761.0555555555557
39172,106,2739.8888888888887
39172,107,2752.722222222222
39174,106,2742.8888888888887
39174,107,2743.8333333333335
39176,106,2732.222222222222
39176,107,2758.3888888888887
39178,106,2736.0555555555557
39178,107,2746.6666666666665
39180,106,2735.0555555555557
39180,107,2751.222222222222
39182,106,2731.6111111111113
39182,107,2758.277777777778
39184,106,2735.8333333333335
39184,107,2757.1666666666665
39186,106,2733.222222222222
39186,107,2755.9444444444443
39188,106,2753.722222222222
39188,107,2743.0
39190,106,2737.6111111111113
39190,107,2750.5555555555557
39192,106,2745.1666666666665
39192,107,2760.277777777778
39194,106,2737.222222222222
39194,107,2751.1666666666665
39196,106,2745.1111111111113
39196,107,2742.0
39198,106,2754.1666666666665
39198,107,2757.5
39200,106,2735.722222222222
39200,107,2750.277777777778
39202,106,2735.0
39202,107,2749.3888888888887
39204,106,2738.3333333333335
39204,107,2751.1111111111113
39206,106,2740.777777777778
39206,107,2747.6111111111113
39208,106,2725.3333333333335
39208,107,2747.777777777778
39210,106,2746.4444444444443
39210,107,2756.0555555555557
39212,106,2730.777777777778
39212,107,2759.722222222222
39214,106,2729.9444444444443
39214,107,2752.777777777778
39216,106,2744.222222222222
39216,107,2743.3888888888887
39218,106,2729.1111111111113
39218,107,2740.4444444444443
39220,106,2742.1111111111113
39220,107,2735.8888888888887
39222,106,2752.3333333333335
39222,107,2731.8333333333335
39224,106,2725.9444444444443
39224,107,2753.722222222222
39226,106,2741.5
39226,107,2747.5555555555557
39228,106,2746.0
39228,107,2749.222222222222
39230,106,2743.3333333333335
39230,107,2751.3888888888887
39232,106,2750.6666666666665
39232,107,2743.8888888888887
39234,106,2752.0555555555557
39234,107,2739.3333333333335
39236,106,2731.1111111111113
39236,107,2736.5
39238,106,2752.1111111111113
39238,107,2739.0555555555557
39240,106,2728.777777777778
39240,107,2728.0555555555557
39242,106,2752.5
39242,107,2736.8888888888887
39244,106,2754.0833333333335
39244,107,2745.1111111111113
39246,106,2736.0
39246,107,2737.3888888888887
39248,106,2735.8333333333335
39248,107,2734.3888888888887
39250,106,2744.0555555555557
39250,107,2736.5
39252,106,2752.3333333333335
39252,107,2735.777777777778
39254,106,2749.222222222222
39254,107,2746.0
39256,106,2748.1666666666665
39256,107,2728.0555555555557
39258,106,2747.1666666666665
39258,107,2727.3888888888887
39260,106,2734.5555555555557
39260,107,2748.0555555555557
39262,106,2751.3888888888887
39262,107,2743.1111111111113
39264,106,2748.0555555555557
39264,107,2755.5555555555557
39266,106,2752.277777777778
39266,107,2760.9444444444443
39268,106,2744.9444444444443
39268,107,2755.5
39270,106,2738.8333333333335
39270,107,2744.777777777778
39272,106,2748.0
39272,107,2754.3888888888887
39274,106,2745.0
39274,107,2755.1666666666665
39276,106,2753.4444444444443
39276,107,2758.222222222222
39278,106,2741.6666666666665
39278,107,2746.6111111111113
39280,106,2744.0
39280,107,2735.722222222222
39282,106,2751.9444444444443
39282,107,2755.1666666666665
39284,106,2745.277777777778
39284,107,2745.5555555555557
39286,106,2738.1111111111113
39286,107,2752.5555555555557
39288,106,2745.8333333333335
39288,107,2747.3333333333335
39290,106,2746.8888888888887
39290,107,2745.3888888888887
39292,106,2748.5
39292,107,2748.0
39294,106,2737.9444444444443
39294,107,2754.3888888888887
39296,106,2733.6666666666665
39296,107,2749.8888888888887
39298,106,2737.222222222222
39298,107,2754.8888888888887
39300,106,2742.222222222222
39300,107,2763.222222222222
39302,106,2750.0
39302,107,2733.222222222222
39304,106,2752.0555555555557
39304,107,2754.3333333333335
39306,106,2737.1111111111113
39306,107,2763.3888888888887
39308,106,2738.1666666666665
39308,107,2746.3888888888887
39310,106,2740.8888888888887
39310,107,2754.4444444444443
39312,106,2740.8333333333335
39312,107,2748.6111111111113
39314,106,2748.0
39314,107,2752.1111111111113
39316,106,2738.8611111111113
39316,107,2754.8888888888887
39318,106,2749.777777777778
39318,107,2744.3333333333335
39320,106,2740.1666666666665
39320,107,2741.5
39322,106,2734.222222222222
39322,107,2752.9444444444443
39324,106,2757.5555555555557
39324,107,2743.1111111111113
39326,106,2744.277777777778
39326,107,2739.1111111111113
39328,106,2736.6666666666665
39328,107,2743.722222222222
39330,106,2736.1111111111113
39330,107,2750.222222222222
39332,106,2745.3333333333335
39332,107,2747.8888888888887
39334,106,2743.0555555555557
39334,107,2750.3333333333335
39336,106,2725.5555555555557
39336,107,2741.722222222222
39338,106,2740.722222222222
39338,107,2742.5
39340,106,2729.722222222222
39340,107,2747.5555555555557
39342,106,2733.1666666666665
39342,107,2749.0555555555557
39344,106,2731.5
39344,107,2735.777777777778
39346,106,2742.8333333333335
39346,107,2745.277777777778
39348,106,2737.4444444444443
39348,107,2750.5
39350,106,2740.5
39350,107,2736.4444444444443
39352,106,2746.8888888888887
39352,107,2743.6666666666665
39354,106,2739.9444444444443
39354,107,2760.3333333333335
39356,106,2745.722222222222
39356,107,2755.8333333333335
39358,106,2749.0555555555557
39358,107,2751.6111111111113
39360,7,167.0
39360,106,2740.277777777778
39360,107,2730.777777777778
39362,106,2740.5
39362,107,2735.3888888888887
39364,106,2748.222222222222
39364,107,2756.5555555555557
39366,106,2739.6111111111113
39366,107,2748.8333333333335
39368,106,2734.6666666666665
39368,107,2743.1111111111113
39370,106,2731.777777777778
39370,107,2736.5
39372,106,2756.777777777778
39372,107,2744.777777777778
39374,26,261.0
39374,106,2748.4444444444443
39374,107,2755.777777777778
39376,106,2743.722222222222
39376,107,2745.4444444444443
39378,106,2748.722222222222
39378,107,2740.3333333333335
39380,106,2739.777777777778
39380,107,2745.722222222222
